0.0|45.0|area2700210000|-0.1|0.0|45.0|45.1
0.0|45.0|area2700220100|-0.1|0.0|45.1|45.2
0.0|45.0|area2769210000|-0.1|0.0|45.00296|45.030834
0.0|45.1|area2700210000|-0.1|0.0|45.0|45.1
0.0|45.1|area2700220100|-0.1|0.0|45.1|45.2
0.0|45.1|area2700230200|-0.1|0.0|45.2|45.3
0.0|45.1|area2769320100|-0.020681|0.0|45.156559|45.187642
0.0|45.1|area2769420100|-0.0574165240305|0.0|45.1|45.152379
0.0|45.2|area2700220100|-0.1|0.0|45.1|45.2
0.0|45.2|area2700230200|-0.1|0.0|45.2|45.3
0.0|45.2|area2700240300|-0.1|0.0|45.3|45.4
0.0|45.3|area2700230200|-0.1|0.0|45.2|45.3
0.0|45.3|area2700240300|-0.1|0.0|45.3|45.4
0.0|45.3|area2700250400|-0.1|0.0|45.4|45.5
0.0|45.4|area2700240300|-0.1|0.0|45.3|45.4
0.0|45.4|area2700250400|-0.1|0.0|45.4|45.5
0.0|45.4|area2700260500|-0.1|0.0|45.5|45.6
0.0|45.4|area2700350401|-0.0535166046512|0.0|45.436038|45.5
0.0|45.5|area2700250400|-0.1|0.0|45.4|45.5
0.0|45.5|area2700260500|-0.1|0.0|45.5|45.6
0.0|45.5|area2700270600|-0.1|0.0|45.6|45.7
0.0|45.5|area2700360501|-0.1|0.0|45.5|45.526705
0.0|45.6|area2700260500|-0.1|0.0|45.5|45.6
0.0|45.6|area2700270600|-0.1|0.0|45.6|45.7
0.0|45.6|area2700280700|-0.1|0.0|45.7|45.8
0.0|45.6|area2700370600|-0.1|0.0|45.6|45.6573268837
0.0|45.7|area2700270600|-0.1|0.0|45.6|45.7
0.0|45.7|area2700280700|-0.1|0.0|45.7|45.8
0.0|45.7|area2700290800|-0.1|0.0|45.8|45.9
0.0|45.7|area2770480700|-0.011251|0.0|45.778973|45.785207
0.0|45.8|area27002100900|-0.1|0.0|45.9|46.0
0.0|45.8|area2700280700|-0.1|0.0|45.7|45.8
0.0|45.8|area2700290800|-0.1|0.0|45.8|45.9
0.0|45.8|area2700390800|-0.1|0.0|45.823277|45.9
0.0|45.9|area27002100900|-0.1|0.0|45.9|46.0
0.0|45.9|area27002111000|-0.1|0.0|46.0|46.1
0.0|45.9|area2700290800|-0.1|0.0|45.8|45.9
0.0|45.9|area27708100900|-0.000861|0.0|45.989816|45.991783
0.0|46.0|area27002100900|-0.1|0.0|45.9|46.0
0.0|46.0|area27002111000|-0.1|0.0|46.0|46.1
0.0|46.0|area27002121100|-0.1|0.0|46.1|46.2
0.0|46.0|area27707111000|-0.001447|0.0|46.023243|46.02596
0.0|46.1|area27002111000|-0.1|0.0|46.0|46.1
0.0|46.1|area27002121100|-0.1|0.0|46.1|46.2
0.0|46.1|area27002131200|-0.1|0.0|46.2|46.3
0.0|46.2|area27002121100|-0.1|0.0|46.1|46.2
0.0|46.2|area27002131200|-0.1|0.0|46.2|46.3
0.0|46.2|area27002141300|-0.1|0.0|46.3|46.4
0.0|46.2|area27017131200|-0.0589848420812|0.0|46.2605|46.3
0.0|46.2|area27017141300|-0.09548|0.0|46.3|46.4
0.0|46.3|area27002131200|-0.1|0.0|46.2|46.3
0.0|46.3|area27002141300|-0.1|0.0|46.3|46.4
0.0|46.3|area27002151400|-0.1|0.0|46.4|46.5
0.0|46.3|area27017131200|-0.0589848420812|0.0|46.2605|46.3
0.0|46.3|area27017141300|-0.09548|0.0|46.3|46.4
0.0|46.4|area27002141300|-0.1|0.0|46.3|46.4
0.0|46.4|area27002151400|-0.1|0.0|46.4|46.5
0.0|46.4|area27002161500|-0.1|0.0|46.5|46.6
0.0|46.5|area27002151400|-0.1|0.0|46.4|46.5
0.0|46.5|area27002161500|-0.1|0.0|46.5|46.6
0.0|46.5|area27002171600|-0.1|0.0|46.6|46.7
0.0|46.6|area27002161500|-0.1|0.0|46.5|46.6
0.0|46.6|area27002171600|-0.1|0.0|46.6|46.7
0.0|46.6|area27002181700|-0.1|0.0|46.7|46.8
0.0|46.6|area27018171600|-0.013931|0.0|46.696387|46.7
0.0|46.6|area27018181700|-0.091244|0.0|46.7|46.8
0.0|46.7|area27002171600|-0.1|0.0|46.6|46.7
0.0|46.7|area27002181700|-0.1|0.0|46.7|46.8
0.0|46.7|area27002191800|-0.1|0.0|46.8|46.9
0.0|46.7|area27018171600|-0.013931|0.0|46.696387|46.7
0.0|46.7|area27018181700|-0.091244|0.0|46.7|46.8
0.0|46.7|area27018191800|-0.1|0.0|46.8|46.9
0.0|46.8|area27002181700|-0.1|0.0|46.7|46.8
0.0|46.8|area27002191800|-0.1|0.0|46.8|46.9
0.0|46.8|area27002201900|-0.1|0.0|46.9|47.0
0.0|46.8|area27018181700|-0.091244|0.0|46.7|46.8
0.0|46.8|area27018191800|-0.1|0.0|46.8|46.9
0.0|46.9|area27002191800|-0.1|0.0|46.8|46.9
0.0|46.9|area27002201900|-0.1|0.0|46.9|47.0
0.0|46.9|area27002212000|-0.1|0.0|47.0|47.1
0.0|47.0|area27002201900|-0.1|0.0|46.9|47.0
0.0|47.0|area27002212000|-0.1|0.0|47.0|47.1
0.0|47.0|area27002222100|-0.1|0.0|47.1|47.2
0.0|47.1|area27002212000|-0.1|0.0|47.0|47.1
0.0|47.1|area27002222100|-0.1|0.0|47.1|47.2
0.0|47.1|area27002232200|-0.1|0.0|47.2|47.3
0.0|47.2|area27002222100|-0.1|0.0|47.1|47.2
0.0|47.2|area27002232200|-0.1|0.0|47.2|47.3
0.0|47.2|area27002242300|-0.1|0.0|47.3|47.4
0.0|47.2|area27639232200|-0.1|0.0|47.23461|47.2865889597
0.0|47.3|area27002232200|-0.1|0.0|47.2|47.3
0.0|47.3|area27002242300|-0.1|0.0|47.3|47.4
0.0|47.3|area27002252400|-0.1|0.0|47.4|47.5
0.0|47.3|area27651242300|-0.041791|0.0|47.316628|47.369433
0.0|47.4|area27002242300|-0.1|0.0|47.3|47.4
0.0|47.4|area27002252400|-0.1|0.0|47.4|47.5
0.0|47.4|area27002262500|-0.1|0.0|47.5|47.6
0.0|47.5|area27002252400|-0.1|0.0|47.4|47.5
0.0|47.5|area27002262500|-0.1|0.0|47.5|47.6
0.0|47.5|area27002272600|-0.1|0.0|47.6|47.7
0.0|47.6|area27002262500|-0.1|0.0|47.5|47.6
0.0|47.6|area27002272600|-0.1|0.0|47.6|47.7
0.0|47.6|area27002282700|-0.1|0.0|47.7|47.8
0.0|47.6|area27654272600|-0.1|0.0|47.649135|47.7
0.0|47.6|area27654282700|-0.0346448708487|0.0|47.7|47.705964
0.0|47.6|area27655272600|-0.0409706496914|0.0|47.6|47.622388
0.0|47.7|area27002272600|-0.1|0.0|47.6|47.7
0.0|47.7|area27002282700|-0.1|0.0|47.7|47.8
0.0|47.7|area27002292800|-0.1|0.0|47.8|47.9
0.0|47.7|area27654272600|-0.1|0.0|47.649135|47.7
0.0|47.7|area27654282700|-0.0346448708487|0.0|47.7|47.705964
0.0|47.8|area27002282700|-0.1|0.0|47.7|47.8
0.0|47.8|area27002292800|-0.1|0.0|47.8|47.9
0.0|47.8|area27002302900|-0.1|0.0|47.9|48.0
0.0|47.9|area27002292800|-0.1|0.0|47.8|47.9
0.0|47.9|area27002302900|-0.1|0.0|47.9|48.0
0.0|47.9|area27002313000|-0.1|0.0|48.0|48.1
0.0|48.0|area27002302900|-0.1|0.0|47.9|48.0
0.0|48.0|area27002313000|-0.1|0.0|48.0|48.1
0.0|48.0|area27002323100|-0.1|0.0|48.1|48.2
0.0|48.1|area27002313000|-0.1|0.0|48.0|48.1
0.0|48.1|area27002323100|-0.1|0.0|48.1|48.2
0.0|48.1|area27002333200|-0.1|0.0|48.2|48.3
0.0|48.2|area27002323100|-0.1|0.0|48.1|48.2
0.0|48.2|area27002333200|-0.1|0.0|48.2|48.3
0.0|48.2|area27002343300|-0.1|0.0|48.3|48.4
0.0|48.3|area27002333200|-0.1|0.0|48.2|48.3
0.0|48.3|area27002343300|-0.1|0.0|48.3|48.4
0.0|48.3|area27002353400|-0.1|0.0|48.4|48.5
0.0|48.3|area27015343300|-0.1|0.0|48.342242|48.4
0.0|48.4|area27002343300|-0.1|0.0|48.3|48.4
0.0|48.4|area27002353400|-0.1|0.0|48.4|48.5
0.0|48.4|area27002363500|-0.1|0.0|48.5|48.6
0.0|48.5|area27002353400|-0.1|0.0|48.4|48.5
0.0|48.5|area27002363500|-0.1|0.0|48.5|48.6
0.0|48.5|area27002373600|-0.1|0.0|48.6|48.7
0.0|48.5|area27015363500|-0.1|0.0|48.5|48.562862
0.0|48.5|area27015363501|-0.03538|0.0|48.5|48.527771
0.0|48.5|area27528363500|-0.000936|0.0|48.529365|48.531107
0.0|48.5|area27555363500|-0.010611|0.0|48.590995|48.593444
0.0|48.5|area27556363500|-0.018572|0.0|48.574631|48.580545
0.0|48.5|area27557363500|-0.017602|0.0|48.561425|48.573019
