open_ballot|2|2|agent6|m1
close_ballot|2|2|agent6|m2
open_ballot|4|4|agent6|m2
close_ballot|4|4|agent5|m3
open_ballot|6|6|agent3|m3
close_ballot|6|6|agent3|m2
open_ballot|8|8|agent8|m2
close_ballot|8|8|agent3|m3
open_ballot|10|10|agent6|m1
close_ballot|10|10|agent4|m1
close_ballot|12|12|agent10|m1
open_ballot|14|14|agent5|m1
close_ballot|14|14|agent3|m2
open_ballot|16|16|agent10|m3
close_ballot|16|16|agent5|m2
open_ballot|18|18|agent7|m3
close_ballot|18|18|agent5|m2
open_ballot|20|20|agent5|m3
close_ballot|20|20|agent4|m2
open_ballot|22|22|agent7|m1
close_ballot|22|22|agent7|m1
open_ballot|24|24|agent7|m2
close_ballot|24|24|agent3|m2
open_ballot|26|26|agent5|m1
close_ballot|26|26|agent5|m2
open_ballot|28|28|agent3|m3
close_ballot|28|28|agent9|m3
open_ballot|30|30|agent7|m1
close_ballot|30|30|agent2|m1
close_ballot|32|32|agent9|m2
open_ballot|34|34|agent4|m3
close_ballot|34|34|agent10|m3
open_ballot|36|36|agent3|m3
close_ballot|36|36|agent8|m2
open_ballot|38|38|agent5|m2
close_ballot|40|40|agent10|m2
open_ballot|42|42|agent6|m2
close_ballot|42|42|agent1|m1
open_ballot|44|44|agent2|m3
close_ballot|44|44|agent10|m2
open_ballot|46|46|agent6|m3
close_ballot|46|46|agent5|m3
open_ballot|48|48|agent7|m2
close_ballot|48|48|agent4|m1
open_ballot|50|50|agent8|m3
close_ballot|50|50|agent2|m2
open_ballot|52|52|agent5|m1
open_ballot|54|54|agent8|m3
close_ballot|54|54|agent2|m3
open_ballot|56|56|agent1|m1
close_ballot|56|56|agent1|m2
open_ballot|58|58|agent7|m3
open_ballot|62|62|agent7|m1
close_ballot|62|62|agent6|m2
open_ballot|68|68|agent2|m1
close_ballot|68|68|agent7|m3
open_ballot|70|70|agent3|m2
close_ballot|70|70|agent1|m3
open_ballot|72|72|agent1|m1
close_ballot|72|72|agent4|m3
open_ballot|74|74|agent4|m3
close_ballot|74|74|agent7|m3
open_ballot|76|76|agent1|m2
close_ballot|76|76|agent1|m2
open_ballot|78|78|agent1|m3
open_ballot|80|80|agent2|m2
close_ballot|80|80|agent2|m2
open_ballot|82|82|agent7|m2
close_ballot|82|82|agent4|m1
open_ballot|86|86|agent8|m2
close_ballot|86|86|agent7|m3
open_ballot|88|88|agent7|m2
close_ballot|88|88|agent9|m2
open_ballot|92|92|agent1|m2
open_ballot|94|94|agent9|m1
close_ballot|94|94|agent2|m2
open_ballot|96|96|agent7|m2
close_ballot|96|96|agent4|m2
open_ballot|98|98|agent2|m3
close_ballot|98|98|agent10|m1
open_ballot|100|100|agent6|m1
open_ballot|102|102|agent5|m1
open_ballot|104|104|agent1|m1
close_ballot|104|104|agent10|m3
open_ballot|106|106|agent9|m3
close_ballot|106|106|agent8|m2
open_ballot|108|108|agent8|m2
close_ballot|108|108|agent1|m3
open_ballot|110|110|agent7|m1
close_ballot|110|110|agent8|m3
open_ballot|112|112|agent2|m3
close_ballot|112|112|agent9|m1
open_ballot|116|116|agent6|m1
close_ballot|116|116|agent6|m1
open_ballot|118|118|agent10|m1
close_ballot|118|118|agent2|m3
open_ballot|120|120|agent7|m2
close_ballot|120|120|agent7|m2
open_ballot|122|122|agent3|m2
close_ballot|122|122|agent9|m3
open_ballot|124|124|agent3|m1
close_ballot|124|124|agent4|m2
open_ballot|126|126|agent10|m1
close_ballot|126|126|agent3|m1
open_ballot|128|128|agent2|m2
close_ballot|128|128|agent10|m1
open_ballot|130|130|agent10|m1
close_ballot|130|130|agent7|m3
open_ballot|132|132|agent4|m1
close_ballot|132|132|agent5|m3
open_ballot|134|134|agent9|m3
close_ballot|134|134|agent8|m3
close_ballot|136|136|agent9|m2
close_ballot|138|138|agent1|m3
open_ballot|140|140|agent9|m2
close_ballot|140|140|agent1|m1
close_ballot|142|142|agent6|m3
open_ballot|144|144|agent10|m1
close_ballot|144|144|agent9|m1
open_ballot|146|146|agent4|m3
close_ballot|146|146|agent7|m1
open_ballot|148|148|agent8|m3
close_ballot|148|148|agent3|m1
open_ballot|150|150|agent7|m2
close_ballot|150|150|agent7|m1
open_ballot|152|152|agent1|m2
close_ballot|152|152|agent4|m3
open_ballot|154|154|agent2|m1
close_ballot|154|154|agent2|m3
open_ballot|156|156|agent4|m2
open_ballot|158|158|agent1|m3
close_ballot|158|158|agent9|m3
open_ballot|160|160|agent1|m1
close_ballot|160|160|agent5|m2
open_ballot|164|164|agent9|m3
close_ballot|164|164|agent3|m2
open_ballot|166|166|agent4|m2
close_ballot|166|166|agent7|m1
open_ballot|168|168|agent5|m1
close_ballot|168|168|agent1|m3
open_ballot|170|170|agent7|m3
close_ballot|170|170|agent10|m1
close_ballot|172|172|agent2|m3
open_ballot|174|174|agent7|m2
close_ballot|174|174|agent2|m1
open_ballot|176|176|agent5|m1
close_ballot|176|176|agent7|m2
open_ballot|178|178|agent5|m3
close_ballot|178|178|agent6|m1
close_ballot|180|180|agent9|m2
open_ballot|182|182|agent10|m1
close_ballot|182|182|agent10|m1
close_ballot|184|184|agent4|m3
close_ballot|186|186|agent8|m3
open_ballot|188|188|agent1|m3
close_ballot|188|188|agent7|m3
open_ballot|190|190|agent1|m3
close_ballot|190|190|agent9|m3
open_ballot|192|192|agent1|m3
close_ballot|192|192|agent7|m3
open_ballot|194|194|agent9|m1
close_ballot|194|194|agent7|m3
open_ballot|196|196|agent2|m1
open_ballot|198|198|agent8|m2
close_ballot|198|198|agent6|m1
open_ballot|200|200|agent2|m2
open_ballot|202|202|agent4|m3
close_ballot|202|202|agent3|m1
open_ballot|204|204|agent3|m1
open_ballot|206|206|agent10|m1
close_ballot|206|206|agent4|m1
open_ballot|208|208|agent8|m3
close_ballot|208|208|agent1|m2
open_ballot|210|210|agent6|m3
close_ballot|210|210|agent10|m3
open_ballot|212|212|agent7|m3
open_ballot|214|214|agent4|m1
close_ballot|214|214|agent6|m3
open_ballot|216|216|agent5|m2
close_ballot|216|216|agent4|m3
close_ballot|218|218|agent3|m2
open_ballot|220|220|agent10|m3
close_ballot|220|220|agent6|m1
open_ballot|222|222|agent2|m1
close_ballot|222|222|agent4|m3
close_ballot|224|224|agent4|m1
open_ballot|226|226|agent3|m3
close_ballot|226|226|agent1|m1
open_ballot|228|228|agent10|m3
close_ballot|228|228|agent4|m1
close_ballot|230|230|agent9|m1
open_ballot|232|232|agent5|m2
close_ballot|232|232|agent2|m1
open_ballot|234|234|agent2|m2
close_ballot|234|234|agent2|m3
open_ballot|236|236|agent7|m2
close_ballot|236|236|agent4|m2
open_ballot|238|238|agent8|m1
close_ballot|238|238|agent6|m1
open_ballot|240|240|agent9|m1
close_ballot|240|240|agent9|m1
open_ballot|242|242|agent5|m3
close_ballot|242|242|agent2|m2
open_ballot|244|244|agent4|m2
close_ballot|244|244|agent8|m3
open_ballot|246|246|agent6|m2
close_ballot|246|246|agent10|m2
open_ballot|248|248|agent3|m3
close_ballot|248|248|agent8|m3
open_ballot|250|250|agent7|m3
close_ballot|250|250|agent1|m2
