ts,open_ballot,1,agent5,[m1] 1
tc,open_ballot,1,agent5,[] 2
ts,close_ballot,2,agent2,[m1] 1
tc,close_ballot,2,agent2,[] 2
ts,tick,0,o,[] 1
tc,tick,0,o,[] 2
ts,tick,-1,o,[] 2
tc,tick,-1,o,[] 3
ts,open_ballot,3,agent5,[m1] 3
tc,open_ballot,3,agent5,[] 4
ts,close_ballot,4,agent5,[m1] 3
tc,close_ballot,4,agent5,[] 4
ts,tick,-2,o,[] 3
tc,tick,-2,o,[] 4
ts,tick,-3,o,[] 4
tc,tick,-3,o,[] 5
ts,open_ballot,5,agent5,[m1] 5
tc,open_ballot,5,agent5,[] 6
ts,close_ballot,6,agent1,[m1] 5
tc,close_ballot,6,agent1,[] 6
ts,tick,-4,o,[] 5
tc,tick,-4,o,[] 6
ts,tick,-5,o,[] 6
tc,tick,-5,o,[] 7
ts,open_ballot,7,agent1,[m1] 7
tc,open_ballot,7,agent1,[] 8
ts,close_ballot,8,agent1,[m1] 7
tc,close_ballot,8,agent1,[] 8
ts,tick,-6,o,[] 7
tc,tick,-6,o,[] 8
ts,tick,-7,o,[] 8
tc,tick,-7,o,[] 9
ts,open_ballot,9,agent3,[m1] 9
tc,open_ballot,9,agent3,[] 10
ts,close_ballot,10,agent6,[m1] 9
tc,close_ballot,10,agent6,[] 10
ts,tick,-8,o,[] 9
tc,tick,-8,o,[] 10
ts,tick,-9,o,[] 10
tc,tick,-9,o,[] 11
ts,close_ballot,11,agent5,[m1] 11
tc,close_ballot,11,agent5,[] 12
ts,open_ballot,12,agent3,[m1] 11
tc,open_ballot,12,agent3,[] 12
ts,tick,-10,o,[] 11
tc,tick,-10,o,[] 12
ts,tick,-11,o,[] 12
tc,tick,-11,o,[] 13
ts,open_ballot,13,agent5,[m1] 13
tc,open_ballot,13,agent5,[] 14
ts,open_ballot,14,agent5,[m1] 13
tc,open_ballot,14,agent5,[] 14
ts,tick,-12,o,[] 13
tc,tick,-12,o,[] 14
ts,tick,-13,o,[] 14
tc,tick,-13,o,[] 15
ts,open_ballot,15,agent6,[m1] 15
tc,open_ballot,15,agent6,[] 16
ts,close_ballot,16,agent1,[m1] 15
tc,close_ballot,16,agent1,[] 16
ts,tick,-14,o,[] 15
tc,tick,-14,o,[] 16
ts,tick,-15,o,[] 16
tc,tick,-15,o,[] 17
ts,open_ballot,17,agent2,[m1] 17
tc,open_ballot,17,agent2,[] 18
ts,open_ballot,18,agent4,[m1] 17
tc,open_ballot,18,agent4,[] 18
ts,tick,-16,o,[] 17
tc,tick,-16,o,[] 18
ts,tick,-17,o,[] 18
tc,tick,-17,o,[] 19
ts,close_ballot,19,agent2,[m1] 19
tc,close_ballot,19,agent2,[] 20
ts,open_ballot,20,agent7,[m1] 19
tc,open_ballot,20,agent7,[] 20
ts,tick,-18,o,[] 19
tc,tick,-18,o,[] 20
ts,tick,-19,o,[] 20
tc,tick,-19,o,[] 21
ts,close_ballot,21,agent4,[m1] 21
tc,close_ballot,21,agent4,[] 22
ts,open_ballot,22,agent4,[m1] 21
tc,open_ballot,22,agent4,[] 22
ts,tick,-20,o,[] 21
tc,tick,-20,o,[] 22
ts,tick,-21,o,[] 22
tc,tick,-21,o,[] 23
ts,open_ballot,23,agent1,[m1] 23
tc,open_ballot,23,agent1,[] 24
ts,open_ballot,24,agent7,[m1] 23
tc,open_ballot,24,agent7,[] 24
ts,tick,-22,o,[] 23
tc,tick,-22,o,[] 24
ts,tick,-23,o,[] 24
tc,tick,-23,o,[] 25
ts,open_ballot,25,agent5,[m1] 25
tc,open_ballot,25,agent5,[] 26
ts,close_ballot,26,agent6,[m1] 25
tc,close_ballot,26,agent6,[] 26
ts,tick,-24,o,[] 25
tc,tick,-24,o,[] 26
ts,tick,-25,o,[] 26
tc,tick,-25,o,[] 27
ts,close_ballot,27,agent1,[m1] 27
tc,close_ballot,27,agent1,[] 28
ts,open_ballot,28,agent3,[m1] 27
tc,open_ballot,28,agent3,[] 28
ts,tick,-26,o,[] 27
tc,tick,-26,o,[] 28
ts,tick,-27,o,[] 28
tc,tick,-27,o,[] 29
ts,open_ballot,29,agent7,[m1] 29
tc,open_ballot,29,agent7,[] 30
ts,open_ballot,30,agent4,[m1] 29
tc,open_ballot,30,agent4,[] 30
ts,tick,-28,o,[] 29
tc,tick,-28,o,[] 30
ts,tick,-29,o,[] 30
tc,tick,-29,o,[] 31
ts,open_ballot,31,agent7,[m1] 31
tc,open_ballot,31,agent7,[] 32
ts,open_ballot,32,agent6,[m1] 31
tc,open_ballot,32,agent6,[] 32
ts,tick,-30,o,[] 31
tc,tick,-30,o,[] 32
ts,tick,-31,o,[] 32
tc,tick,-31,o,[] 33
ts,open_ballot,33,agent2,[m1] 33
tc,open_ballot,33,agent2,[] 34
ts,close_ballot,34,agent6,[m1] 33
tc,close_ballot,34,agent6,[] 34
ts,tick,-32,o,[] 33
tc,tick,-32,o,[] 34
ts,tick,-33,o,[] 34
tc,tick,-33,o,[] 35
ts,open_ballot,35,agent1,[m1] 35
tc,open_ballot,35,agent1,[] 36
ts,open_ballot,36,agent1,[m1] 35
tc,open_ballot,36,agent1,[] 36
ts,tick,-34,o,[] 35
tc,tick,-34,o,[] 36
ts,tick,-35,o,[] 36
tc,tick,-35,o,[] 37
ts,open_ballot,37,agent3,[m1] 37
tc,open_ballot,37,agent3,[] 38
ts,close_ballot,38,agent3,[m1] 37
tc,close_ballot,38,agent3,[] 38
ts,tick,-36,o,[] 37
tc,tick,-36,o,[] 38
ts,tick,-37,o,[] 38
tc,tick,-37,o,[] 39
ts,close_ballot,39,agent4,[m1] 39
tc,close_ballot,39,agent4,[] 40
ts,open_ballot,40,agent4,[m1] 39
tc,open_ballot,40,agent4,[] 40
ts,tick,-38,o,[] 39
tc,tick,-38,o,[] 40
ts,tick,-39,o,[] 40
tc,tick,-39,o,[] 41
ts,open_ballot,41,agent6,[m1] 41
tc,open_ballot,41,agent6,[] 42
ts,open_ballot,42,agent6,[m1] 41
tc,open_ballot,42,agent6,[] 42
ts,tick,-40,o,[] 41
tc,tick,-40,o,[] 42
ts,tick,-41,o,[] 42
tc,tick,-41,o,[] 43
ts,open_ballot,43,agent6,[m1] 43
tc,open_ballot,43,agent6,[] 44
ts,open_ballot,44,agent3,[m1] 43
tc,open_ballot,44,agent3,[] 44
ts,tick,-42,o,[] 43
